"source","target","ligand.complex","ligand","receptor.complex","receptor","receptor.prop","ligand.prop","ligand.expr","receptor.expr","ligand.sum","receptor.sum","prod_weight","edge_specificity"
"Astrocyte","Endothelial","COL4A2","COL4A2","ITGA1_ITGB1","ITGA1",0.258278145695364,0.825,1.06914441061156,0.724435371037727,9.56017034380043,7.675276439506,0.774526027794294,0.0105554404443122
"Astrocyte","Endothelial","COL4A1","COL4A1","ITGA1_ITGB1","ITGA1",0.258278145695364,0.8625,1.13622881256413,0.724435371037727,10.2248409267045,7.675276439506,0.823124341413652,0.0104885356401617
"Astrocyte","Endothelial","COL3A1","COL3A1","ITGA1_ITGB1","ITGA1",0.258278145695364,0.70625,0.863764057667371,0.724435371037727,9.060936044,7.675276439506,0.625741235605314,0.00899762075791776
"Astrocyte","Endothelial","COL27A1","COL27A1","ITGA1_ITGB1","ITGA1",0.258278145695364,0.41875,0.317813005763504,0.724435371037727,0.947818730537804,7.675276439506,0.230234982750899,0.0316484175220247
"Astrocyte","Endothelial","COL26A1","COL26A1","ITGA1_ITGB1","ITGA1",0.258278145695364,0.20625,0.142849884030156,0.724435371037727,0.180324133723633,7.675276439506,0.103485508740082,0.0747707364352751
"Astrocyte","Endothelial","COL22A1","COL22A1","ITGA1_ITGB1","ITGA1",0.258278145695364,0.6375,0.598171809225019,0.724435371037727,3.3243269609998,7.675276439506,0.433336816560235,0.0169835248230087
"Astrocyte","Endothelial","COL18A1","COL18A1","ITGA1_ITGB1","ITGA1",0.258278145695364,0.94375,1.25783782400992,0.724435371037727,10.219003109822,7.675276439506,0.911222210741912,0.0116177423107625
"Astrocyte","Endothelial","COL16A1","COL16A1","ITGA1_ITGB1","ITGA1",0.258278145695364,0.6125,0.528952206888982,0.724435371037727,5.53559064843604,7.675276439506,0.383191688258844,0.00901899377067407
"Astrocyte","Endothelial","COL15A1","COL15A1","ITGA1_ITGB1","ITGA1",0.258278145695364,0.24375,0.194522471911036,0.724435371037727,1.53261582031517,7.675276439506,0.140918959114047,0.0119795939011978
"Astrocyte","Endothelial","COL13A1","COL13A1","ITGA1_ITGB1","ITGA1",0.258278145695364,0.76875,0.907260404972311,0.724435371037727,3.42053032689532,7.675276439506,0.657251528103955,0.0250348003823196
"Astrocyte","Endothelial","COL12A1","COL12A1","ITGA1_ITGB1","ITGA1",0.258278145695364,0.475,0.373944871365185,0.724435371037727,1.31875919855513,7.675276439506,0.270898891635093,0.0267637953182233
"Astrocyte","Endothelial","COL11A2","COL11A2","ITGA1_ITGB1","ITGA1",0.258278145695364,0.1,0.0722260896834186,0.724435371037727,0.584848289519206,7.675276439506,0.0523231340784115,0.0116561868134841
"Astrocyte","Endothelial","COL11A1","COL11A1","ITGA1_ITGB1","ITGA1",0.258278145695364,0.66875,0.667260510068998,0.724435371037727,4.07301903775521,7.675276439506,0.483387115190657,0.0154626741373876
"Astrocyte","Endothelial","COL11A1","COL11A1","ITGA2_ITGB1","ITGA2",0.589403973509934,0.66875,0.667260510068998,0.906788314627701,4.07301903775521,8.142778139932,0.605064033343086,0.0182436736981681
"Astrocyte","Endothelial","COL11A2","COL11A2","ITGA2_ITGB1","ITGA2",0.589403973509934,0.1,0.0722260896834186,0.906788314627701,0.584848289519206,8.142778139932,0.0654937741361764,0.0137525803687422
"Astrocyte","Endothelial","COL12A1","COL12A1","ITGA2_ITGB1","ITGA2",0.589403973509934,0.475,0.373944871365185,0.906788314627701,1.31875919855513,8.142778139932,0.339088839668908,0.031577329016436
"Astrocyte","Endothelial","COL13A1","COL13A1","ITGA2_ITGB1","ITGA2",0.589403973509934,0.76875,0.907260404972311,0.906788314627701,3.42053032689532,8.142778139932,0.822693133553288,0.0295373701350584
"Astrocyte","Endothelial","COL15A1","COL15A1","ITGA2_ITGB1","ITGA2",0.589403973509934,0.24375,0.194522471911036,0.906788314627701,1.53261582031517,8.142778139932,0.176390704461423,0.0141341530079571
"Astrocyte","Endothelial","COL16A1","COL16A1","ITGA2_ITGB1","ITGA2",0.589403973509934,0.6125,0.528952206888982,0.906788314627701,5.53559064843604,8.142778139932,0.479647680203463,0.0106410817414915
